Fuente de Financiación,Situacion de Fondos,Recurso Presupuestal,Codigo del Sector,Nombre del Sector,Codigo Entidad,Nombre Entidad,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Nación,CSF,RECURSOS CORRIENTES,13,HACIENDA,13-08-00,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,29356489110.0,20417292535.0,16825543562.0,16617479949.0
Nación,CSF,RECURSOS CORRIENTES,13,HACIENDA,13-10-00,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,4152400000000.0,1787940000000.0,1634190000000.0,1629830000000.0
Nación,CSF,RECURSOS CORRIENTES,13,HACIENDA,13-12-00,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,32642313940.0,20833784434.0,19496217175.0,18983472144.0
Nación,CSF,RECURSOS CORRIENTES,13,HACIENDA,13-14-01,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,275479000000.0,188830000000.0,156684000000.0,156533000000.0
Nación,CSF,RECURSOS CORRIENTES,13,HACIENDA,13-15-00,FONDO ADAPTACIÓN,182342000000.0,167319000000.0,23307936226.0,23304316342.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-01-01,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,1412210000000.0,790038000000.0,509751000000.0,509380000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-01-02,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,120172000000.0,96022288409.0,69356462150.0,67521004050.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-01-03,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,10877500000000.0,8441170000000.0,7580380000000.0,7578290000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-01-04,MINISTERIO DE DEFENSA NACIONAL - ARMADA,2477840000000.0,1953060000000.0,1626780000000.0,1624550000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-01-05,MINISTERIO DE DEFENSA NACIONAL - FUERZA AÉREA,1851700000000.0,1362160000000.0,1005210000000.0,1004780000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-01-11,MINISTERIO DE DEFENSA NACIONAL - SALUD,387048000000.0,294544000000.0,190893000000.0,190893000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-01-13,MINISTERIO DE DEFENSA NACIONAL - DIRECCIÓN DE VETERANOS Y REHABILITACIÓN INCLUSIVA,1827660000000.0,1326030000000.0,1322690000000.0,1322540000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-03-00,CAJA DE RETIRO DE LAS FUERZAS MILITARES,6458440000000.0,4596050000000.0,4558490000000.0,4558490000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-08-00,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",45774000000.0,33084569824.0,24631380264.0,24624855169.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-10-00,CLUB MILITAR DE OFICIALES,5000000000.0,3630996011.0,1293583872.0,1293583872.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-11-00,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,6161340000000.0,4359760000000.0,4322540000000.0,4319370000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-19-00,HOSPITAL MILITAR,33820000000.0,24537068287.0,24494998036.0,24494998036.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,15-21-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,142292000000.0,87663988792.0,80663759142.0,80663759142.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,16-01-01,POLICÍA NACIONAL - GESTIÓN GENERAL,12593000000000.0,9654310000000.0,9234260000000.0,9227370000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,16-01-02,POLICÍA NACIONAL - SALUD,524863000000.0,403825000000.0,211178000000.0,211178000000.0
Nación,CSF,RECURSOS CORRIENTES,14,DEFENSA Y POLICIA,16-01-03,POLICIA NACIONAL - EDUCACION,212392000000.0,174779000000.0,69931431851.0,65974027515.0
Nación,CSF,RECURSOS CORRIENTES,15,INTERIOR,37-01-01,MINISTERIO DEL INTERIOR - GESTION GENERAL,838735000000.0,413972000000.0,250710000000.0,249055000000.0
Nación,CSF,RECURSOS CORRIENTES,15,INTERIOR,37-01-02,DIRECCIÓN DE LA AUTORIDAD NACIONAL DE CONSULTA PREVIA,72266700000.0,44702282621.0,25073557467.0,23896468821.0
Nación,CSF,RECURSOS CORRIENTES,15,INTERIOR,37-03-00,DIRECCION NACIONAL DEL DERECHO DE AUTOR,6384142507.0,4255774649.0,4089749398.0,4084969398.0
Nación,CSF,RECURSOS CORRIENTES,15,INTERIOR,37-04-00,CORPORACION NACIONAL PARA LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KI WE,4042600000.0,3070512773.0,2945817820.0,2945817820.0
Nación,CSF,RECURSOS CORRIENTES,15,INTERIOR,37-08-00,UNIDAD NACIONAL DE PROTECCIÓN - UNP,2203110000000.0,1912460000000.0,1495490000000.0,1493350000000.0
Nación,CSF,RECURSOS CORRIENTES,15,INTERIOR,37-09-00,DIRECCION NACIONAL DE BOMBEROS,7032000000.0,4917069253.0,4374611865.0,4372762755.0
Nación,CSF,RECURSOS CORRIENTES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-01-01,MINCOMERCIO INDUSTRIA TURISMO - GESTION GENERAL,947959000000.0,796042000000.0,370654000000.0,370446000000.0
Nación,CSF,RECURSOS CORRIENTES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-02-00,SUPERINTENDENCIA DE SOCIEDADES,1259000000.0,508550312.0,508550312.0,508550312.0
Nación,CSF,RECURSOS CORRIENTES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-05-00,INSTITUTO NACIONAL DE METROLOGIA - INM,21973264000.0,15533442968.0,15002590566.0,15002590566.0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,25-01-01,PROCURADURIA GENERAL DE LA NACION - GESTION GENERAL,1232380000000.0,802149000000.0,780676000000.0,776487000000.0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,25-02-00,DEFENSORIA DEL PUEBLO,829676000000.0,706030000000.0,537916000000.0,536965000000.0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,108641000000.0,82401645220.0,55794216470.0,55779716470.0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,78992000000.0,66898746515.0,66898746515.0,66898746515.0
Nación,CSF,RECURSOS CORRIENTES,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,59225000000.0,44961312401.0,39602185144.0,39410828934.0
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,5/1/2001,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,50415285633.0,35432047348.0,32182972142.0,32051696532.0
Nación,CSF,RECURSOS CORRIENTES,18,EMPLEO PUBLICO,38-01-00,COMISIÓN NACIONAL DEL SERVICIO CIVIL,5690268054.0,5217624260.0,5217624260.0,5217624260.0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,1/1/2001,SENADO DE LA REPUBLICA,415279000000.0,287144000000.0,264645000000.0,264328000000.0
Nación,CSF,RECURSOS CORRIENTES,19,CONGRESO DE LA REPUBLICA,1/1/2002,CAMARA DE REPRESENTANTES,555933000000.0,459081000000.0,405566000000.0,404893000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-01-01,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,57964100000000.0,42324800000000.0,40981200000000.0,40859700000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-34-00,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,40725562476.0,22580423149.0,21358209006.0,21342077393.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-38-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA,12134359439.0,6759556298.0,4742677247.0,4543637297.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-39-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,14023119831.0,7285584599.0,6178138336.0,6113024958.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-41-00,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,19276301175.0,10251229473.0,7687551193.0,7687384384.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-42-00,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ DE CALI,16703441108.0,12898672113.0,11985285972.0,11985285972.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-46-00,UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACION ESCOLAR,2010690000000.0,1985870000000.0,1651770000000.0,1651770000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-01,UNIVERSIDADES PUBLICAS - UNIVERSIDAD NACIONAL DE COLOMBIA,1409770000000.0,1371540000000.0,1371540000000.0,1029640000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-02,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DE ANTIOQUIA,603922000000.0,603922000000.0,585347000000.0,508082000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-03,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DEL VALLE,453119000000.0,366978000000.0,366978000000.0,338264000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-04,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD INDUSTRIAL DE SANTANDER,253000000000.0,253000000000.0,206101000000.0,190468000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-05,UNIVERSIDADES PUBLICAS - UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,265194000000.0,265194000000.0,172673000000.0,172673000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-06,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,60780509251.0,51018649542.0,51018649542.0,51018649542.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-07,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DE CARTAGENA,177379000000.0,177292000000.0,134958000000.0,134958000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-08,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DE NARIÑO,140552000000.0,140552000000.0,100575000000.0,100575000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-09,UNIVERSIDADES PUBLICAS - UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,134618000000.0,88165329135.0,88165329135.0,88165329135.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-10,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DEL MAGDALENA,130124000000.0,100157000000.0,100157000000.0,100157000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-11,UNIVERSIDADES PUBLICAS - UNIVERSIDAD DEL CAUCA,219362000000.0,219362000000.0,155469000000.0,155469000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-12,UNIVERSIDADES PUBLICAS - UNIVERSIDAD TECNOLOGICA DE PEREIRA,231303000000.0,231303000000.0,231303000000.0,175178000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-13,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DE PAMPLONA,102261000000.0,102261000000.0,78107407292.0,78107407292.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-14,UNIVERSIDADES PUBLICAS - UNIVERSIDAD SURCOLOMBIANA,125304000000.0,80439251596.0,80439251596.0,80439251596.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-15,UNIVERSIDADES PUBLICAS - UNIVERSIDAD PEDAGOGICA NACIONAL,151909000000.0,123485000000.0,123484000000.0,114010000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-16,UNIVERSIDADES PUBLICAS - UNIVERSIDAD DE CALDAS,175622000000.0,175622000000.0,175622000000.0,122154000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-17,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD MILITAR NUEVA GRANADA,65653129454.0,43517384863.0,43517384863.0,43517384863.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-18,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DEL ATLÁNTICO,238594000000.0,237410000000.0,193999000000.0,177943000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-19,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DEL TOLIMA,114003000000.0,114003000000.0,87196978798.0,87196978798.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-20,UNIVERSIDADES PUBLICAS - UNIVERSIDAD DE CORDOBA,177453000000.0,177453000000.0,137593000000.0,137593000000.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-21,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DEL QUINDÍO,127925000000.0,91282559582.0,91282559572.0,91282559572.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-22,UNIVERSIDADES PUBLICAS - UNIVERSIDAD POPULAR DEL CESAR,81573236978.0,81535774024.0,71392709411.0,63350423727.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-23,UNIVERSIDADES PUBLICAS - UNIVERSIDAD DE LOS LLANOS,78224885197.0,78224885197.0,52955828851.0,52955828851.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-24,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD FRANCISCO DE PAULA SANTANDER,93700055540.0,61820857414.0,61820857414.0,61820857414.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-25,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD FRANCISCO DE PAULA SANTANDER SECCIONAL OCAÑA,54076160135.0,34944838821.0,34944838821.0,34944838821.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-26,UNIVERSIDADES PUBLICAS - UNIVERSIDAD DE LA AMAZONIA,78916042683.0,60493629889.0,60493629889.0,60493629889.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-27,UNIVERSIDADES PUBLICAS - UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA,65965506327.0,65965506327.0,53255778393.0,47731756756.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-28,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DE CUNDINAMARCA,53381275102.0,41680971294.0,41680971294.0,41680971294.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-29,UNIVERSIDADES PUBLICAS - UNIVERSIDAD TECNOLOGICA DEL CHOCO DIEGO LUIS CORDOBA,106826000000.0,93006110517.0,92006110517.0,92006110517.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-30,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DE SUCRE,60767764465.0,50672413040.0,50672413040.0,47307296565.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-31,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD DE LA GUAJIRA,71025030510.0,70706555122.0,47994330629.0,47994330629.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-32,UNIVERSIDADES PUBLICAS - UNIVERSIDAD DEL PACIFICO,50225396313.0,40389795535.0,39747490514.0,29390690738.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-33,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD INTERNACIONAL DEL TRÓPICO AMERICANO,34259328124.0,34259328124.0,34259328124.0,27309474783.0
Nación,CSF,RECURSOS CORRIENTES,2,EDUCACION,22-57-34,UNIVERSIDADES PÚBLICAS - UNIVERSIDAD AUTÓNOMA INDÍGENA INTERCULTURAL UAIIN CRIC,21501732707.0,17824278156.0,17824278156.0,13368208617.0
Nación,CSF,RECURSOS CORRIENTES,20,PRESIDENCIA DE LA REPUBLICA,2/1/2001,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,1038470000000.0,823216000000.0,168045000000.0,166903000000.0
Nación,CSF,RECURSOS CORRIENTES,20,PRESIDENCIA DE LA REPUBLICA,2/9/2000,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",41169731656.0,36665863210.0,29029536045.0,29003750661.0
Nación,CSF,RECURSOS CORRIENTES,20,PRESIDENCIA DE LA REPUBLICA,2/11/2000,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES,778443000000.0,685718000000.0,10006884895.0,10001318711.0
Nación,CSF,RECURSOS CORRIENTES,20,PRESIDENCIA DE LA REPUBLICA,2/12/2000,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,317485000000.0,250153000000.0,147406000000.0,147391000000.0
Nación,CSF,RECURSOS CORRIENTES,20,PRESIDENCIA DE LA REPUBLICA,2/13/2000,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,66352473428.0,60269385082.0,6375708261.0,6191614562.0
Nación,CSF,RECURSOS CORRIENTES,20,PRESIDENCIA DE LA REPUBLICA,2/14/2001,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,65709000000.0,46304465577.0,43981907051.0,43981907051.0
Nación,CSF,RECURSOS CORRIENTES,20,PRESIDENCIA DE LA REPUBLICA,2/14/2002,DIRECCIÓN DE SUSTITUCIÓN DE CULTIVOS DE USO ILÍCITO,3796000000.0,2554091340.0,1901958776.0,1901958776.0
Nación,CSF,RECURSOS CORRIENTES,22,REGISTRADURIA,28-01-01,REGISTRADURIA NACIONAL DEL ESTADO CIVIL - GESTION GENERAL,1021600000000.0,362875000000.0,347938000000.0,347918000000.0
Nación,CSF,RECURSOS CORRIENTES,22,REGISTRADURIA,28-01-02,REGISTRADURIA NACIONAL DEL ESTADO CIVIL - CONSEJO NACIONAL ELECTORAL,1897687405.0,1897687405.0,1259944218.0,1259944218.0
Nación,CSF,RECURSOS CORRIENTES,22,REGISTRADURIA,28-04-00,CONSEJO NACIONAL ELECTORAL- CNE,240172000000.0,139931000000.0,126786000000.0,126751000000.0
Nación,CSF,RECURSOS CORRIENTES,24,"CIENCIA, TECNOLOGÍA E INNOVACIÓN",39-01-01,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION - GESTION GENERAL",29701222000.0,21220631424.0,17045860012.0,17045860012.0
Nación,CSF,RECURSOS CORRIENTES,25,RAMA JUDICIAL,27-01-02,RAMA JUDICIAL - CONSEJO SUPERIOR DE LA JUDICATURA,1187980000000.0,522730000000.0,499065000000.0,487290000000.0
Nación,CSF,RECURSOS CORRIENTES,25,RAMA JUDICIAL,27-01-03,RAMA JUDICIAL - CORTE SUPREMA DE JUSTICIA,306601000000.0,211857000000.0,205689000000.0,205673000000.0
Nación,CSF,RECURSOS CORRIENTES,25,RAMA JUDICIAL,27-01-04,RAMA JUDICIAL - CONSEJO DE ESTADO,271263000000.0,187523000000.0,184438000000.0,184432000000.0
Nación,CSF,RECURSOS CORRIENTES,25,RAMA JUDICIAL,27-01-05,RAMA JUDICIAL - CORTE CONSTITUCIONAL,108972000000.0,75751865975.0,73280132008.0,73224049610.0
Nación,CSF,RECURSOS CORRIENTES,25,RAMA JUDICIAL,27-01-08,RAMA JUDICIAL - TRIBUNALES Y JUZGADOS,5878890000000.0,4149280000000.0,4062150000000.0,4060580000000.0
Nación,CSF,RECURSOS CORRIENTES,25,RAMA JUDICIAL,27-01-09,COMISIÓN NACIONAL DE DISCIPLINA JUDICIAL,224821000000.0,146229000000.0,142496000000.0,142457000000.0
Nación,CSF,RECURSOS CORRIENTES,26,FISCALIA,29-01-01,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,5684520000000.0,3690680000000.0,3532130000000.0,3524220000000.0
Nación,CSF,RECURSOS CORRIENTES,26,FISCALIA,29-02-00,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,411726000000.0,278444000000.0,230788000000.0,230776000000.0
Nación,CSF,RECURSOS CORRIENTES,27,JUSTICIA Y DEL DERECHO,12/1/2001,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,102793000000.0,74157758768.0,55646520808.0,55646520808.0
Nación,CSF,RECURSOS CORRIENTES,27,JUSTICIA Y DEL DERECHO,12/8/2000,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,1823070000000.0,1260930000000.0,1194740000000.0,1187410000000.0
Nación,CSF,RECURSOS CORRIENTES,27,JUSTICIA Y DEL DERECHO,12/10/2000,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,141739000000.0,87982343497.0,63497858400.0,62429175509.0
Nación,CSF,RECURSOS CORRIENTES,27,JUSTICIA Y DEL DERECHO,12/11/2000,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,1455440000000.0,1233800000000.0,716033000000.0,716030000000.0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,31971500000000.0,14804300000000.0,14745800000000.0,14745500000000.0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-02-00,SERVICIO NACIONAL DE APRENDIZAJE (SENA),3258630000000.0,2407000000000.0,1615700000000.0,1607370000000.0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,44494772000.0,36972540067.0,21074750685.0,21064891565.0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-13-00,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,13825253000.0,10381623109.0,9705624488.0,9705624488.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-01-01,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,594153000000.0,568057000000.0,123855000000.0,123702000000.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-01-02,PARQUES NACIONALES NATURALES DE COLOMBIA,69304240000.0,43715238555.0,41562554977.0,41527249464.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-02-00,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES - IDEAM",61276091000.0,48642456336.0,43484026716.0,43484026716.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-08-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y SAN JORGE (CVS),4102178000.0,3271469794.0,3179670007.0,3179670007.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-09-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO (CRQ),6298200200.0,4498974346.0,4498974346.0,4498974346.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-10-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ (CORPOURABÁ),4539978000.0,4125184461.0,4090580727.0,4090580727.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-11-00,CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS (CORPOCALDAS),4758055000.0,3427188000.0,3427188000.0,3427188000.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-12-00,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO (CODECHOCO),2530580000.0,2528163900.0,2528163900.0,2528163900.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-13-00,CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA (CDMB),1535066000.0,1535066000.0,1138507286.0,1138507286.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-14-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA (CORTOLIMA),2640739000.0,1772433432.0,1772433432.0,1772433432.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-15-00,CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA (CARDER),3167594000.0,2157306677.0,2157306677.0,2157306677.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-16-00,CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO (CORPONARIÑO),3170008000.0,3018463459.0,3018463459.0,3018463459.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-17-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL (CORPONOR),4779768000.0,3570000000.0,3570000000.0,3570000000.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-18-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA (CORPOGUAJIRA),4577093000.0,3791512784.0,3292534833.0,3292534833.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-19-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR (CORPOCESAR),3628461600.0,3007000000.0,3007000000.0,3007000000.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-21-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CAUCA (CRC),7207747000.0,5320412441.0,5320412441.0,5320412441.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-22-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA (CORPAMAG),5988814000.0,4802585787.0,4779189528.0,4779189528.0
